City,Date,AQI,AQI_Bucket,PM2.5,PM10,NO2,CO,SO2,O3
Bengaluru,2015-01-01,123.0,,51.67,105.95,17.33,0.33,3.54,10.73
Bengaluru,2015-01-02,123.0,,51.67,105.95,19.73,1.35,3.97,22.77
Bengaluru,2015-01-03,123.0,,51.67,105.95,19.88,17.4,13.61,12.03
Bengaluru,2015-01-04,123.0,,51.67,105.95,21.61,5.05,6.52,17.7
Bengaluru,2015-01-05,123.0,,51.67,105.95,22.17,1.83,4.71,12.72
Bengaluru,2015-01-06,123.0,,51.67,105.95,23.2,0.52,4.42,13.82
Bengaluru,2015-01-07,123.0,,51.67,105.95,28.66,1.46,5.13,16.98
Bengaluru,2015-01-08,123.0,,51.67,105.95,31.1,2.3,7.07,17.35
Bengaluru,2015-01-09,123.0,,51.67,105.95,25.98,0.54,12.84,16.27
Bengaluru,2015-01-10,123.0,,51.67,105.95,29.23,1.69,3.08,25.01
Bengaluru,2015-01-11,123.0,,51.67,105.95,29.84,2.59,8.2,16.07
Bengaluru,2015-01-12,123.0,,51.67,105.95,28.4,0.61,7.16,16.41
Bengaluru,2015-01-13,123.0,,51.67,105.95,30.56,0.63,6.51,10.34
Bengaluru,2015-01-14,123.0,,51.67,105.95,25.94,1.83,8.66,16.47
Bengaluru,2015-01-15,123.0,,51.67,105.95,20.64,3.29,6.24,19.35
Bengaluru,2015-01-16,123.0,,51.67,105.95,18.51,16.41,19.28,16.02
Bengaluru,2015-01-17,123.0,,51.67,105.95,17.37,15.98,24.91,14.33
Bengaluru,2015-01-18,123.0,,51.67,105.95,17.2,9.04,22.18,22.48
Bengaluru,2015-01-19,123.0,,51.67,105.95,16.74,8.09,27.99,23.34
Bengaluru,2015-01-20,123.0,,51.67,105.95,7.24,4.05,92.66,103.68
Bengaluru,2015-01-21,123.0,,51.67,105.95,5.45,18.3,82.07,34.07
Bengaluru,2015-01-22,123.0,,51.67,105.95,13.57,3.32,57.51,41.95
Bengaluru,2015-01-23,123.0,,51.67,105.95,12.82,5.04,27.33,17.78
Bengaluru,2015-01-24,123.0,,51.67,105.95,16.27,2.42,6.47,14.72
Bengaluru,2015-01-25,123.0,,51.67,105.95,16.32,3.39,3.32,16.27
Bengaluru,2015-01-26,123.0,,51.67,105.95,13.85,5.39,2.95,21.35
Bengaluru,2015-01-27,123.0,,51.67,105.95,16.71,1.71,3.09,27.37
Bengaluru,2015-01-28,123.0,,51.67,105.95,14.85,4.87,6.53,17.05
Bengaluru,2015-01-29,123.0,,51.67,105.95,10.45,2.26,3.03,18.78
Bengaluru,2015-01-30,123.0,,51.67,105.95,4.93,1.06,24.31,19.51
Bengaluru,2015-01-31,123.0,,51.67,105.95,11.11,0.46,29.18,23.21
Bengaluru,2015-02-01,123.0,,51.67,105.95,22.14,0.36,7.36,20.75
Bengaluru,2015-02-02,123.0,,51.67,105.95,19.19,0.46,6.14,19.75
Bengaluru,2015-02-03,123.0,,51.67,105.95,18.47,0.59,5.02,20.64
Bengaluru,2015-02-04,123.0,,51.67,105.95,22.46,1.08,4.46,18.62
Bengaluru,2015-02-05,123.0,,51.67,105.95,26.36,0.59,7.65,16.06
Bengaluru,2015-02-06,123.0,,51.67,105.95,25.98,0.5,3.12,13.76
Bengaluru,2015-02-07,123.0,,51.67,105.95,22.46,1.45,5.51,20.96
Bengaluru,2015-02-08,123.0,,51.67,105.95,26.06,0.45,7.25,22.81
Bengaluru,2015-02-09,123.0,,51.67,105.95,22.48,0.64,3.37,31.01
Bengaluru,2015-02-10,123.0,,51.67,105.95,20.18,0.77,1.04,39.86
Bengaluru,2015-02-11,123.0,,51.67,105.95,26.52,0.57,1.64,32.19
Bengaluru,2015-02-12,123.0,,51.67,105.95,21.47,0.96,12.98,44.15
Bengaluru,2015-02-13,123.0,,51.67,105.95,21.85,1.32,7.56,37.79
Bengaluru,2015-02-14,123.0,,51.67,105.95,26.05,0.9,5.18,31.76
Bengaluru,2015-02-15,123.0,,51.67,105.95,23.68,0.76,4.82,45.16
Bengaluru,2015-02-16,123.0,,51.67,105.95,24.41,2.35,3.84,49.3
Bengaluru,2015-02-17,123.0,,51.67,105.95,24.68,0.83,13.39,44.34
Bengaluru,2015-02-18,123.0,,51.67,105.95,23.38,3.23,17.62,28.85
Bengaluru,2015-02-19,123.0,,51.67,105.95,27.71,2.18,11.15,31.69
Bengaluru,2015-02-20,123.0,,51.67,105.95,22.83,6.95,12.52,33.43
Bengaluru,2015-02-21,123.0,,51.67,105.95,21.34,8.98,14.25,39.2
Bengaluru,2015-02-22,123.0,,51.67,105.95,24.09,6.28,13.11,54.18
Bengaluru,2015-02-23,123.0,,51.67,105.95,24.14,13.56,11.93,53.97
Bengaluru,2015-02-24,123.0,,51.67,105.95,28.8,4.78,5.76,40.55
Bengaluru,2015-02-25,123.0,,51.67,105.95,29.78,1.49,6.5,51.91
Bengaluru,2015-02-26,123.0,,51.67,105.95,31.32,1.24,7.13,65.41
Bengaluru,2015-02-27,123.0,,51.67,105.95,26.9,1.14,4.0,66.49
Bengaluru,2015-02-28,123.0,,51.67,105.95,19.57,1.38,2.82,62.61
Bengaluru,2015-03-01,123.0,,51.67,105.95,10.39,0.48,6.93,51.37
Bengaluru,2015-03-02,123.0,,51.67,105.95,18.06,3.56,6.72,58.97
Bengaluru,2015-03-03,123.0,,51.67,105.95,19.56,14.67,8.6,43.5
Bengaluru,2015-03-04,123.0,,51.67,105.95,17.36,3.39,5.99,61.8
Bengaluru,2015-03-05,123.0,,51.67,105.95,19.94,29.33,8.79,45.01
Bengaluru,2015-03-06,123.0,,51.67,105.95,15.04,23.53,16.03,31.55
Bengaluru,2015-03-07,123.0,,51.67,105.95,15.68,25.7,12.69,36.67
Bengaluru,2015-03-08,123.0,,51.67,105.95,11.59,16.01,11.89,45.87
Bengaluru,2015-03-09,123.0,,51.67,105.95,20.06,25.5,11.47,36.7
Bengaluru,2015-03-10,123.0,,51.67,105.95,26.12,1.08,3.17,41.81
Bengaluru,2015-03-11,123.0,,51.67,105.95,33.01,1.33,2.86,35.98
Bengaluru,2015-03-12,123.0,,51.67,105.95,25.29,1.9,1.67,37.65
Bengaluru,2015-03-13,123.0,,51.67,105.95,20.97,13.01,7.84,43.46
Bengaluru,2015-03-14,123.0,,51.67,105.95,20.58,18.28,19.64,49.53
Bengaluru,2015-03-15,123.0,,51.67,105.95,15.12,29.93,16.57,48.26
Bengaluru,2015-03-16,123.0,,51.67,105.95,18.67,25.25,30.13,47.74
Bengaluru,2015-03-17,123.0,,51.67,105.95,31.84,17.79,11.89,49.86
Bengaluru,2015-03-18,123.0,,51.67,105.95,34.01,6.17,3.76,49.27
Bengaluru,2015-03-19,123.0,,51.67,105.95,33.58,15.98,47.19,56.32
Bengaluru,2015-03-20,123.0,,30.65,105.95,28.48,4.55,2.76,43.25
Bengaluru,2015-03-21,91.0,Satisfactory,48.59,105.95,27.0,3.89,1.94,52.96
Bengaluru,2015-03-22,120.0,Moderate,47.38,105.95,22.39,11.29,2.05,71.85
Bengaluru,2015-03-23,154.0,Moderate,65.65,105.95,26.35,9.95,6.3,72.84
Bengaluru,2015-03-24,119.0,Moderate,60.47,105.95,29.87,1.46,6.07,64.12
Bengaluru,2015-03-25,232.0,Poor,62.56,105.95,23.57,10.05,4.98,82.34
Bengaluru,2015-03-26,132.0,Moderate,60.73,105.95,32.07,1.44,1.67,67.21
Bengaluru,2015-03-27,123.0,Moderate,42.1,105.95,25.55,2.85,2.46,51.93
Bengaluru,2015-03-28,152.0,Moderate,40.0,105.95,17.99,8.07,2.5,44.65
Bengaluru,2015-03-29,143.0,Moderate,32.16,105.95,12.9,8.53,2.08,56.31
Bengaluru,2015-03-30,80.0,Satisfactory,30.78,105.95,16.23,1.46,2.63,49.52
Bengaluru,2015-03-31,90.0,Satisfactory,38.99,105.95,10.97,1.79,2.79,47.67
Bengaluru,2015-04-01,151.0,Moderate,36.42,105.95,8.83,9.6,3.17,48.25
Bengaluru,2015-04-02,123.0,Moderate,38.15,105.95,10.29,4.06,7.65,53.26
Bengaluru,2015-04-03,178.0,Moderate,35.11,105.95,5.99,5.34,2.32,57.75
Bengaluru,2015-04-04,101.0,Moderate,36.68,105.95,12.89,1.47,3.29,76.36
Bengaluru,2015-04-05,160.0,Moderate,36.92,105.95,9.0,9.58,4.07,65.62
Bengaluru,2015-04-06,71.0,Satisfactory,31.78,105.95,8.14,0.55,7.22,54.31
Bengaluru,2015-04-07,76.0,Satisfactory,37.25,105.95,7.14,2.3,5.88,60.42
Bengaluru,2015-04-08,153.0,Moderate,29.8,105.95,9.04,6.84,1.84,49.55
Bengaluru,2015-04-09,80.0,Satisfactory,25.06,105.95,8.72,5.82,2.6,42.63
Bengaluru,2015-04-10,129.0,Moderate,24.4,105.95,7.46,5.19,2.03,44.47
Bengaluru,2015-04-11,107.0,Moderate,32.08,105.95,7.09,1.7,3.22,53.91
Bengaluru,2015-04-12,122.0,Moderate,19.72,105.95,4.97,2.65,5.16,44.53
Bengaluru,2015-04-13,85.0,Satisfactory,17.03,105.95,8.53,2.23,2.75,39.03
Bengaluru,2015-04-14,62.0,Satisfactory,19.73,105.95,6.1,1.4,4.66,57.7
Bengaluru,2015-04-15,177.0,Moderate,22.52,105.95,4.86,5.45,4.9,77.05
Bengaluru,2015-04-16,152.0,Moderate,21.36,105.95,7.98,0.97,29.11,96.88
Bengaluru,2015-04-17,210.0,Poor,24.35,105.95,6.64,12.93,2.58,97.2
Bengaluru,2015-04-18,170.0,Moderate,18.33,105.95,5.98,3.84,3.99,101.63
Bengaluru,2015-04-19,135.0,Moderate,17.66,105.95,6.58,0.48,2.49,81.34
Bengaluru,2015-04-20,118.0,Moderate,27.46,105.95,7.91,4.58,5.53,37.22
Bengaluru,2015-04-21,127.0,Moderate,27.94,105.95,6.45,6.14,4.43,34.74
Bengaluru,2015-04-22,47.0,Good,23.81,105.95,6.21,1.0,26.42,32.79
Bengaluru,2015-04-23,44.0,Good,23.11,105.95,6.84,3.65,12.35,15.88
Bengaluru,2015-04-24,67.0,Satisfactory,15.12,105.95,14.96,1.13,5.12,109.66
Bengaluru,2015-04-25,44.0,Good,19.59,105.95,8.42,3.1,26.92,157.2
Bengaluru,2015-04-26,82.0,Satisfactory,69.85,105.95,14.35,1.22,15.91,123.32
Bengaluru,2015-04-27,156.0,Moderate,24.62,105.95,7.74,1.26,18.89,65.38
Bengaluru,2015-04-28,96.0,Satisfactory,32.92,105.95,12.95,2.31,14.79,57.59
Bengaluru,2015-04-29,72.0,Satisfactory,44.53,105.95,17.71,1.34,8.34,27.11
Bengaluru,2015-04-30,117.0,Moderate,26.68,105.95,16.69,1.0,11.54,51.81
Bengaluru,2015-05-01,67.0,Satisfactory,39.06,105.95,14.31,1.59,4.96,26.93
Bengaluru,2015-05-02,217.0,Poor,50.83,105.95,14.24,4.44,2.99,16.83
Bengaluru,2015-05-03,64.0,Satisfactory,62.58,105.95,15.2,1.32,7.47,17.81
Bengaluru,2015-05-04,162.0,Moderate,45.26,105.95,25.81,4.17,6.79,21.39
Bengaluru,2015-05-05,75.0,Satisfactory,40.37,105.95,20.7,0.0,8.6,36.56
Bengaluru,2015-05-06,141.0,Moderate,43.21,105.95,17.15,28.28,11.77,80.02
Bengaluru,2015-05-07,70.0,Satisfactory,41.53,105.95,20.41,0.5,4.67,31.73
Bengaluru,2015-05-08,142.0,Moderate,27.85,105.95,17.29,4.82,7.18,88.24
Bengaluru,2015-05-09,140.0,Moderate,36.83,105.95,24.35,23.56,6.64,39.61
Bengaluru,2015-05-10,71.0,Satisfactory,40.81,105.95,29.77,2.57,3.46,32.11
Bengaluru,2015-05-11,66.0,Satisfactory,36.11,105.95,29.38,0.3,11.84,14.0
Bengaluru,2015-05-12,56.0,Satisfactory,28.76,105.95,29.1,1.0,2.96,15.17
Bengaluru,2015-05-13,45.0,Good,40.74,105.95,32.27,0.0,2.77,7.96
Bengaluru,2015-05-14,61.0,Satisfactory,23.77,105.95,33.12,1.19,2.83,12.14
Bengaluru,2015-05-15,70.0,Satisfactory,17.34,105.95,22.13,2.06,3.08,12.14
Bengaluru,2015-05-16,59.0,Satisfactory,30.45,105.95,32.24,1.19,3.9,8.48
Bengaluru,2015-05-17,125.0,Moderate,15.8,105.95,22.62,12.23,5.8,21.44
Bengaluru,2015-05-18,106.0,Moderate,20.12,105.95,22.49,12.77,5.83,32.76
Bengaluru,2015-05-19,84.0,Satisfactory,25.27,105.95,31.22,1.14,3.92,37.13
Bengaluru,2015-05-20,57.0,Satisfactory,26.7,105.95,32.48,1.26,4.24,36.42
Bengaluru,2015-05-21,56.0,Satisfactory,27.84,105.95,17.97,1.21,4.38,25.96
Bengaluru,2015-05-22,140.0,Moderate,29.52,105.95,17.88,10.68,4.89,28.02
Bengaluru,2015-05-23,156.0,Moderate,27.97,105.95,23.45,17.21,12.38,22.59
Bengaluru,2015-05-24,156.0,Moderate,28.17,105.95,17.13,9.13,3.98,23.52
Bengaluru,2015-05-25,111.0,Moderate,27.71,105.95,18.69,4.19,4.81,21.85
Bengaluru,2015-05-26,158.0,Moderate,28.01,105.95,12.85,4.21,3.92,23.36
Bengaluru,2015-05-27,93.0,Satisfactory,31.7,105.95,11.83,4.79,4.02,27.83
Bengaluru,2015-05-28,97.0,Satisfactory,48.08,105.95,41.16,1.22,0.96,42.06
Bengaluru,2015-05-29,94.0,Satisfactory,30.77,105.95,22.5,1.4,0.92,31.65
Bengaluru,2015-05-30,147.0,Moderate,26.15,105.95,14.82,4.52,7.13,54.35
Bengaluru,2015-05-31,100.0,Satisfactory,40.71,105.95,6.62,2.84,4.24,22.32
Bengaluru,2015-06-01,101.0,Moderate,23.69,105.95,14.12,1.7,6.9,68.17
Bengaluru,2015-06-02,84.0,Satisfactory,23.95,105.95,9.28,1.77,7.93,54.65
Bengaluru,2015-06-03,84.0,Satisfactory,21.51,105.95,19.98,1.52,4.44,46.8
Bengaluru,2015-06-04,74.0,Satisfactory,25.56,105.95,6.39,1.4,4.47,29.64
Bengaluru,2015-06-05,130.0,Moderate,22.41,105.95,14.61,5.65,5.85,27.39
Bengaluru,2015-06-06,74.0,Satisfactory,16.02,105.95,30.73,1.78,11.64,20.75
Bengaluru,2015-06-07,74.0,Satisfactory,12.69,105.95,25.18,4.45,4.22,19.63
Bengaluru,2015-06-08,162.0,Moderate,13.29,105.95,22.65,3.93,17.45,17.13
Bengaluru,2015-06-09,55.0,Satisfactory,12.11,105.95,20.8,1.4,15.06,20.96
Bengaluru,2015-06-10,72.0,Satisfactory,13.66,105.95,22.16,1.96,6.09,24.49
Bengaluru,2015-06-11,66.0,Satisfactory,14.56,105.95,17.32,1.54,11.59,15.75
Bengaluru,2015-06-12,81.0,Satisfactory,14.76,105.95,13.35,1.89,10.35,20.52
Bengaluru,2015-06-13,94.0,Satisfactory,12.29,105.95,10.75,3.21,15.0,19.08
Bengaluru,2015-06-14,128.0,Moderate,11.72,105.95,9.61,2.36,1.96,20.38
Bengaluru,2015-06-15,86.0,Satisfactory,15.7,105.95,13.12,1.56,5.04,34.42
Bengaluru,2015-06-16,136.0,Moderate,22.94,105.95,10.09,3.74,1.58,13.24
Bengaluru,2015-06-17,67.0,Satisfactory,19.54,105.95,11.09,2.0,4.12,13.5
Bengaluru,2015-06-18,45.0,Good,22.68,105.95,18.7,1.3,1.35,16.42
Bengaluru,2015-06-19,70.0,Satisfactory,21.86,105.95,19.0,1.54,4.34,11.12
Bengaluru,2015-06-20,93.0,Satisfactory,18.74,105.95,14.48,2.89,1.95,8.62
Bengaluru,2015-06-21,166.0,Moderate,18.81,105.95,15.95,3.84,2.02,10.31
Bengaluru,2015-06-22,183.0,Moderate,15.11,105.95,16.04,4.29,5.53,10.68
Bengaluru,2015-06-23,107.0,Moderate,17.47,105.95,7.27,2.08,7.51,10.97
Bengaluru,2015-06-24,140.0,Moderate,15.92,105.95,5.61,5.48,5.41,21.62
Bengaluru,2015-06-25,107.0,Moderate,13.58,105.95,5.38,2.83,5.49,11.83
Bengaluru,2015-06-26,70.0,Satisfactory,14.52,105.95,6.1,1.75,4.41,13.27
Bengaluru,2015-06-27,165.0,Moderate,27.25,105.95,5.23,15.98,10.62,15.2
Bengaluru,2015-06-28,160.0,Moderate,20.99,105.95,4.38,2.03,2.53,15.42
Bengaluru,2015-06-29,209.0,Poor,22.26,105.95,7.02,5.28,7.62,10.29
Bengaluru,2015-06-30,166.0,Moderate,23.51,105.95,8.39,5.01,5.94,6.61
Bengaluru,2015-07-01,187.0,Moderate,19.76,105.95,6.34,6.96,6.28,6.45
Bengaluru,2015-07-02,162.0,Moderate,20.24,105.95,11.59,2.58,5.12,11.01
Bengaluru,2015-07-03,185.0,Moderate,17.28,105.95,5.11,7.52,3.69,8.37
Bengaluru,2015-07-04,141.0,Moderate,21.52,105.95,5.99,15.9,2.76,9.72
Bengaluru,2015-07-05,225.0,Poor,19.43,105.95,7.66,20.81,2.29,7.89
Bengaluru,2015-07-06,309.0,Very Poor,19.27,105.95,8.79,26.99,2.54,8.96
Bengaluru,2015-07-07,136.0,Moderate,23.27,105.95,7.83,2.86,3.36,9.3
Bengaluru,2015-07-08,139.0,Moderate,18.63,105.95,8.71,7.24,6.25,7.27
Bengaluru,2015-07-09,161.0,Moderate,14.52,105.95,10.04,3.42,3.89,7.56
Bengaluru,2015-07-10,160.0,Moderate,12.84,105.95,10.1,15.1,3.25,5.4
Bengaluru,2015-07-11,127.0,Moderate,19.08,105.95,10.66,2.42,2.39,5.06
Bengaluru,2015-07-12,71.0,Satisfactory,23.45,105.95,9.83,2.11,1.86,9.66
Bengaluru,2015-07-13,246.0,Poor,25.62,105.95,12.22,27.06,2.84,10.42
Bengaluru,2015-07-14,250.0,Poor,27.03,105.95,11.7,10.62,2.78,7.82
Bengaluru,2015-07-15,176.0,Moderate,24.09,105.95,17.43,9.91,4.49,5.49
Bengaluru,2015-07-16,176.0,Moderate,23.17,105.95,15.73,3.56,2.98,8.06
Bengaluru,2015-07-17,55.0,Satisfactory,26.84,105.95,10.76,1.62,3.46,8.48
Bengaluru,2015-07-18,156.0,Moderate,19.24,105.95,8.46,18.69,3.98,10.27
Bengaluru,2015-07-19,195.0,Moderate,14.46,105.95,7.65,12.18,1.66,9.43
Bengaluru,2015-07-20,197.0,Moderate,14.3,105.95,10.26,9.82,2.39,8.67
Bengaluru,2015-07-21,223.0,Poor,19.29,105.95,11.45,9.35,1.72,3.62
Bengaluru,2015-07-22,182.0,Moderate,21.39,105.95,9.91,16.7,2.39,3.54
Bengaluru,2015-07-23,245.0,Poor,45.86,105.95,11.26,9.44,3.29,5.13
Bengaluru,2015-07-24,268.0,Poor,18.38,105.95,9.48,16.46,10.54,6.49
Bengaluru,2015-07-25,51.0,Satisfactory,24.44,105.95,10.0,2.89,15.96,9.61
Bengaluru,2015-07-26,49.0,Good,25.14,105.95,11.03,2.42,2.54,8.9
Bengaluru,2015-07-27,157.0,Moderate,13.85,105.95,8.83,14.36,3.82,8.78
Bengaluru,2015-07-28,128.0,Moderate,16.63,105.95,10.76,12.51,5.27,7.16
Bengaluru,2015-07-29,66.0,Satisfactory,19.04,105.95,12.67,1.5,4.9,5.82
Bengaluru,2015-07-30,105.0,Moderate,24.43,105.95,11.52,1.86,3.15,5.42
Bengaluru,2015-07-31,49.0,Good,19.16,105.95,10.27,1.09,3.35,3.53
Bengaluru,2015-08-01,97.0,Satisfactory,18.18,105.95,20.21,9.97,2.43,3.38
Bengaluru,2015-08-02,257.0,Poor,15.52,105.95,9.54,37.73,1.86,4.83
Bengaluru,2015-08-03,139.0,Moderate,18.67,105.95,11.41,25.13,2.13,5.74
Bengaluru,2015-08-04,95.0,Satisfactory,15.85,105.95,10.66,9.92,2.6,5.24
Bengaluru,2015-08-05,106.0,Moderate,18.26,105.95,11.85,48.07,2.4,3.0
Bengaluru,2015-08-06,89.0,Satisfactory,17.94,105.95,18.38,3.15,5.94,7.21
Bengaluru,2015-08-07,44.0,Good,21.86,105.95,10.02,1.16,3.79,3.29
Bengaluru,2015-08-08,97.0,Satisfactory,46.86,105.95,8.46,20.25,3.78,3.98
Bengaluru,2015-08-09,187.0,Moderate,54.42,105.95,7.32,8.78,2.1,4.73
Bengaluru,2015-08-10,83.0,Satisfactory,21.02,105.95,8.21,1.82,5.16,6.23
Bengaluru,2015-08-11,129.0,Moderate,21.1,105.95,7.98,29.0,2.96,9.86
Bengaluru,2015-08-12,128.0,Moderate,16.64,105.95,7.44,29.16,7.22,6.76
Bengaluru,2015-08-13,217.0,Poor,14.99,105.95,6.61,34.69,2.51,6.11
Bengaluru,2015-08-14,277.0,Poor,20.21,105.95,14.73,35.05,6.15,5.86
Bengaluru,2015-08-15,176.0,Moderate,18.04,105.95,13.63,16.67,2.49,10.04
Bengaluru,2015-08-16,206.0,Poor,20.8,105.95,17.39,9.03,1.32,7.48
Bengaluru,2015-08-17,238.0,Poor,15.35,105.95,19.5,14.55,2.98,5.93
Bengaluru,2015-08-18,229.0,Poor,27.31,105.95,19.73,21.83,2.85,3.75
Bengaluru,2015-08-19,236.0,Poor,32.13,105.95,17.92,9.91,7.14,4.3
Bengaluru,2015-08-20,92.0,Satisfactory,23.26,105.95,34.35,1.31,3.73,3.41
Bengaluru,2015-08-21,100.0,Satisfactory,17.9,105.95,17.51,11.68,6.56,3.44
Bengaluru,2015-08-22,97.0,Satisfactory,10.99,105.95,15.97,1.14,1.07,3.35
Bengaluru,2015-08-23,59.0,Satisfactory,12.9,105.95,11.64,26.54,0.91,3.86
Bengaluru,2015-08-24,96.0,Satisfactory,22.29,105.95,15.11,1.16,1.0,4.72
Bengaluru,2015-08-25,123.0,Moderate,20.06,105.95,16.49,4.29,4.38,6.26
Bengaluru,2015-08-26,77.0,Satisfactory,17.38,105.95,12.18,1.43,1.1,7.65
Bengaluru,2015-08-27,57.0,Satisfactory,14.67,105.95,20.81,2.4,1.13,4.84
Bengaluru,2015-08-28,63.0,Satisfactory,18.96,105.95,21.16,1.96,1.42,4.19
Bengaluru,2015-08-29,174.0,Moderate,20.56,105.95,13.86,9.97,2.56,12.64
Bengaluru,2015-08-30,121.0,Moderate,17.27,105.95,5.53,2.76,0.73,12.65
Bengaluru,2015-08-31,92.0,Satisfactory,23.42,105.95,6.47,5.77,1.24,17.22
Bengaluru,2015-09-01,81.0,Satisfactory,24.9,105.95,7.25,5.26,1.67,13.62
Bengaluru,2015-09-02,43.0,Good,23.54,105.95,9.49,1.19,2.18,11.57
Bengaluru,2015-09-03,52.0,Satisfactory,24.49,105.95,12.59,1.42,2.49,14.5
Bengaluru,2015-09-04,72.0,Satisfactory,26.16,105.95,15.89,1.76,2.12,10.98
Bengaluru,2015-09-05,73.0,Satisfactory,27.38,105.95,17.6,1.47,2.63,38.49
Bengaluru,2015-09-06,208.0,Poor,18.38,105.95,11.7,22.81,1.35,34.07
Bengaluru,2015-09-07,179.0,Moderate,16.34,105.95,12.0,9.83,3.08,21.21
Bengaluru,2015-09-08,93.0,Satisfactory,22.47,105.95,10.95,1.78,5.6,12.62
Bengaluru,2015-09-09,60.0,Satisfactory,29.6,105.95,11.14,13.22,7.0,5.34
Bengaluru,2015-09-10,65.0,Satisfactory,15.21,105.95,12.29,1.2,3.26,5.01
Bengaluru,2015-09-11,60.0,Satisfactory,18.09,105.95,13.42,3.19,2.85,5.48
Bengaluru,2015-09-12,167.0,Moderate,16.68,105.95,13.1,22.32,2.42,17.12
Bengaluru,2015-09-13,141.0,Moderate,12.24,105.95,11.85,19.24,2.08,13.22
Bengaluru,2015-09-14,175.0,Moderate,14.99,105.95,12.44,18.85,2.19,12.68
Bengaluru,2015-09-15,41.0,Good,11.75,105.95,11.66,1.06,2.54,5.72
Bengaluru,2015-09-16,81.0,Satisfactory,11.47,105.95,12.06,18.66,2.26,14.33
Bengaluru,2015-09-17,52.0,Satisfactory,10.93,105.95,9.78,1.7,1.92,10.45
Bengaluru,2015-09-18,31.0,Good,13.18,105.95,8.71,1.01,2.34,21.33
Bengaluru,2015-09-19,144.0,Moderate,13.47,105.95,8.98,8.24,2.85,10.94
Bengaluru,2015-09-20,64.0,Satisfactory,7.32,105.95,9.42,1.27,1.74,11.51
Bengaluru,2015-09-21,51.0,Satisfactory,16.51,105.95,15.32,2.15,3.01,15.34
Bengaluru,2015-09-22,82.0,Satisfactory,28.38,105.95,22.83,2.21,2.97,20.63
Bengaluru,2015-09-23,85.0,Satisfactory,27.74,105.95,27.93,2.13,2.32,21.96
Bengaluru,2015-09-24,89.0,Satisfactory,29.1,105.95,22.47,2.39,2.37,16.37
Bengaluru,2015-09-25,139.0,Moderate,17.48,105.95,21.03,3.05,2.47,49.22
Bengaluru,2015-09-26,157.0,Moderate,14.95,105.95,17.22,2.68,1.46,9.51
Bengaluru,2015-09-27,155.0,Moderate,27.29,105.95,20.53,2.26,1.7,12.01
Bengaluru,2015-09-28,94.0,Satisfactory,19.98,105.95,30.35,2.0,1.69,18.48
Bengaluru,2015-09-29,100.0,Satisfactory,31.36,105.95,33.02,2.09,1.72,20.18
Bengaluru,2015-09-30,117.0,Moderate,35.5,105.95,31.34,2.71,1.3,14.05
Bengaluru,2015-10-01,136.0,Moderate,26.25,105.95,30.71,1.95,1.45,12.61
Bengaluru,2015-10-02,96.0,Satisfactory,22.3,105.95,26.84,1.82,4.18,34.07
Bengaluru,2015-10-03,101.0,Moderate,13.97,105.95,19.24,1.67,1.6,18.98
Bengaluru,2015-10-04,128.0,Moderate,9.63,105.95,16.51,2.21,1.37,12.67
Bengaluru,2015-10-05,92.0,Satisfactory,28.7,105.95,23.13,1.96,2.64,10.81
Bengaluru,2015-10-06,98.0,Satisfactory,35.04,105.95,19.67,1.7,4.52,15.74
Bengaluru,2015-10-07,102.0,Moderate,15.82,105.95,19.92,1.63,5.29,11.29
Bengaluru,2015-10-08,69.0,Satisfactory,12.14,105.95,19.19,1.21,8.55,12.96
Bengaluru,2015-10-09,54.0,Satisfactory,14.44,105.95,20.31,1.54,7.68,14.01
Bengaluru,2015-10-10,101.0,Moderate,12.01,105.95,21.36,2.66,7.04,10.22
Bengaluru,2015-10-11,110.0,Moderate,10.02,105.95,19.3,3.38,2.26,9.49
Bengaluru,2015-10-12,54.0,Satisfactory,17.14,105.95,27.34,1.72,2.61,8.84
Bengaluru,2015-10-13,77.0,Satisfactory,25.65,105.95,38.97,1.62,2.54,9.81
Bengaluru,2015-10-14,144.0,Moderate,31.78,105.95,58.6,2.5,2.57,11.44
Bengaluru,2015-10-15,90.0,Satisfactory,46.63,105.95,71.63,1.47,3.74,11.97
Bengaluru,2015-10-16,98.0,Satisfactory,49.23,105.95,51.64,2.12,3.23,11.33
Bengaluru,2015-10-17,173.0,Moderate,40.76,105.95,33.93,6.11,2.15,13.38
Bengaluru,2015-10-18,140.0,Moderate,31.18,105.95,37.25,3.03,2.36,8.33
Bengaluru,2015-10-19,76.0,Satisfactory,42.02,105.95,27.41,1.5,2.71,6.43
Bengaluru,2015-10-20,164.0,Moderate,43.32,105.95,22.4,3.91,3.1,13.06
Bengaluru,2015-10-21,88.0,Satisfactory,42.64,105.95,21.57,1.14,2.14,14.4
Bengaluru,2015-10-22,97.0,Satisfactory,55.94,105.95,24.25,1.31,2.76,33.92
Bengaluru,2015-10-23,110.0,Moderate,51.0,105.95,28.3,1.12,2.37,42.29
Bengaluru,2015-10-24,89.0,Satisfactory,45.13,105.95,26.15,1.06,2.4,41.37
Bengaluru,2015-10-25,81.0,Satisfactory,38.26,105.95,20.74,1.0,2.05,43.11
Bengaluru,2015-10-26,74.0,Satisfactory,47.1,105.95,26.73,1.19,2.27,32.67
Bengaluru,2015-10-27,157.0,Moderate,42.92,105.95,32.0,8.22,3.72,32.4
